Sentence,Label
"Well, it's not that bad. But I am still pretty pissed of at the
local ABC coverage. They cut off the first half hour of coverage by playing
David Brinkley at 12:30 instead of an earlier time slot. I don't
even understand their problem. If they didnt think enough people would

not watch the game why would they decide to show most of the game? And
if they showed the remaining 2.5 hours of the game, would it hurt to play
David Brinkley at its regular time? They dont have any decent programming
before noon anyway. I called the sports dept and blasted them on their
machine. I called gain and someone picked it up. When I asked him why they
premepted the first half hour of the Stanley Cup playoffs, he seemed a bit
confused. When I explained a bit more in detail, he then said that's upto
to our programming dept. call back on  Monday. weel, I understand that the
sports dept is not responsible for this preemption. BUt I can't understand
how someone in the sports dept. can't even recognise the name of playoffs
shown on the very same station he works for.

Anyway, I am going to call them tomorrow and blast them on the phone again.
I urge all Atlanta hockey fans to call WSB 2 and ask them not to do the
same thing for the next 4 weeks.",-1
"

I've had, and still have a few aluminum sticks.  I got my first when I was 15
(a Christian), and broke the shaft halfway through the season, two years 
later.  I bought another (a Canadian) at the beginning of the next season, 
and I still have it.  I also have an Easton, that a friend was getting rid 
off, after giving up the game.  I find that Easton blades are easier to get, 
but all brands of blades are pretty well interchangeable.  Watch out for 
dried up bits of firewood, that some stores pass off as blades.  In my 
experiences, the blades of an aluminum break more often than regular sticks, 
but I've only ever broken one aluminum shaft.

I like aluminum sticks.  The blades are quickly changed, even on the bench 
if you have to.  On the downside, the shaft won't break if you decide to 
impale yourself on it :-)

Ciao,
Mark S.",-1
"
Funny you should mention this; one time on HNIC Don Cherry pointed out
Vanbiesbrouck's mask.  He _hated_ it.  I think he said something to the effect
of:
""You see?  He was great last year; now he goes out and gets that dopey mask 
and he can't stop a beachball!""

You may or may not take Cherry seriously at all, but I cracked up when I heard
it.",-1
"NHL RESULTS FOR GAMES PLAYED 4/14/93.

--------------------------------------------------------------------------------
                                  STANDINGS
      PATRICK              ADAMS              NORRIS              SMYTHE
 TM    W  L  T  PT   TM    W  L  T  PT   TM    W  L  T  PT   TM    W  L  T  PT
 
xPIT  56 21  7 119  xBOS  51 26  7 109  xCHI  46 25 12 104  xVAN  45 29  9  99
yWAS  42 34  7  91  yQUE  47 27 10 104  yDET  46 28  9 101  yCAL  42 30 11  95
yNJ   40 36  7  87  yMON  48 30  6 102  yTOR  44 28 11  99  yLA   39 34 10  88
yNYI  39 37  7  85  yBUF  38 35 10  86   STL  36 36 11  83  yWIN  39 37  7  85
 PHL  34 37 11  79   HAR  26 51  6  58   MIN  36 37 10  82   EDM  26 49  8  60
 NYR  34 38 11  79   OTT  10 70  4  24   TB   23 53  7  53   SJ   11 70  2  24

x - Clinched Division Title
y - Clinched Playoff Berth

--------------------------------------------------------------------------------

Boston Bruins    (51-26-7)   2   2   0   -   4
Ottawa Senators  (10-70-4)   0   1   1   -   2

1st period: BOS, Roberts 5 - (Juneau) 7:19
	    BOS, Wiemer 1 - (Juneau, Oates) 17:47

2nd period: BOS, Neely 11 - (Juneau, Murphy) 6:10
	    BOS, Hughes 5 - (Richer, Kimble) 7:55
	    OTT, Archibald 9 - (Rumble, Lamb) 11:37
	  
3rd period: OTT, Boschman 9 - (Kudelski) 5:10

Powerplay Opportunities-Bruins   0 of 2
			Senators 0 of 4

Shots on Goal-	Bruins    13  11  10  -  34
		Senators   5   9  12  -  26

Boston Bruins--Moog (36-14-3) (8 shots - 8 saves)  Blue (9:38 second) 
	       (18 shots - 16 saves)
Ottawa Senators--Sidorkiewicz (8-46-3) (27 shots - 23 saves)  Berthiaume
		 (6:36 third) (7 shots - 7 saves)

ATT-10,500

--------------------------------------------------------------------------------

Washington Capitals   (42-34-7)   0   0   2   -   2
New York Rangers     (34-38-11)   0   0   0   -   0

1st period: NONE

2nd period: NONE

3rd period: WAS, Bondra 36 - (Pivonka, Cavallini) 6:54
	    WAS, Bondra 37 - (Cote, Pivonka) 10:10

Powerplay Opportunities-Capitals 0 of 2
			Rangers  0 of 1

Shots on Goal-	Capitals  16  11  12  -  39
		Rangers    8   7   8  -  23

Washington Capitals--Tabaracci (7-11-0) (23 shots - 23 saves)
New York Rangers--Richter (13-17-3) (39 shots - 37 saves)

ATT-17,897

--------------------------------------------------------------------------------

New York Islanders  (39-37-7)   2   1   1   0   -   4
Hartford Whalers    (26-51-6)   2   1   1   1   -   5

1st period: NYI, Ferraro 13 - (Malakhov, King) 1:29
	    NYI, Hogue 32 - (Thomas, Turgeon) 1:57
	    HAR, Yake 21 - (Poulin) 4:15
	    HAR, Yake 22 - (Nylander, Poulin) 16:44

2nd period: HAR, Verbeek 39 - (Cassels, Weinrich) (pp) 2:43
	    NYI, Thomas 35 - (King, Ferraro) 7:58

3rd period: HAR, Burt 5 - (Sanderson, Cassels) 13:41
	    NYI, Malakhov 14 - (Hogue) 17:45

Overtime:   HAR, Janssens 12 - (Poulin) 1:08

Powerplay Opportunities-Islanders 0 of 3
			Whalers   1 of 3

Shots on Goal-	Islanders  16   8   7   1  -  32
		Whalers     7  13   7   1  -  28

New York Islanders--Fitzpatrick (16-15-5) (28 shots - 23 saves)
Hartford Whalers--Lenaduzzi (1-0-1) (32 shots - 28 saves)

ATT-10,915

--------------------------------------------------------------------------------

Pittsburgh Penguins  (56-21-7)   2   3   1   0   -   6
New Jersey Devils    (40-36-7)   2   4   0   0   -   6

1st period: PIT, Daniels 5 - (Needham, Tippett) 4:14
	    NJD, C.Lemieux 29 - (Semak, Driver) 10:19
	    PIT, K.Stevens 55 - (Tocchet, Murphy) (pp) 12:40
	    NJD, Zelepukin 22 - (Driver, Niedermayer) 17:26

2nd period: PIT, M.Lemieux 68 - (Stevens, Tocchet) 1:42
	    NJD, Semak 36 - (C.Lemieux, Zelepukin) 2:27
	    PIT, McEachern 28 - (Jagr, Barrasso) 4:24
	    NJD, S.Stevens 12 - (Guerin, Pellerin) 5:45
	    PIT, M.Lemieux 69 - (sh) 12:40
	    NJD, Richer 37 - (Nicholls) 15:53
	    NJD, C.Lemieux 30 - (Semak, Zelepukin) 17:40

3rd period: PIT, Mullen 33 - (Jagr, M.Lemieux) 18:54

Overtime:   NONE

Powerplay Opportunities-Penguins 1 of 5
			Devils   0 of 3

Shots on Goal-	Penguins   9  11   8   2  -  30
		Devils    12  15   9   3  -  39

Pittsburgh Penguins--Barrasso (43-14-5) (39 shots - 33 saves)
New Jersey Devils--Billington (21-14-4) (30 shots - 24 saves)

ATT-14,796

--------------------------------------------------------------------------------
",-1
"

I think, as do the owners, that hockey will do well in Miami since there
is a lot of people from the Northeast that spend their winters in
Florida every year. As for the coverage, someone will have to come up
with some money for that since broadcast rights can be expensive!

Just my $0.02!

Dale",-1
"In <1993Apr16.140953.5025@vax.cns..edu>, jbrown@vax.cns.muskingum.edu writes...

I would appreciate it if you would not refer to Mr. Maynard by his
initials.  Thanks, see you in the Norris finals.

Ron",-1
"How long has Don Cherry been a student at SFU? (or is that Arche Bunker?)

Please, keep this racist drivel off of the net.  You're an embarassment
to Canadians everywhere.",-1
"Vielen dank
Desperate Fan",-1
"If you are interested in receiving the final player stats for
the 1992-1993 NHL Season as well as playoff box scores, stats and
scores/updates...
then e-mail my stat server

mmilitzo@skidmore.edu",-1
"Has anyone heard what game ESPN is showing tonight.  They said they will
show whatever game means the most playoff-wise. I would assume this would
be the Blues-Tampa game or the Minnesota-Red Wings game...  Anyone heard for
sure???
",-1
"(FRANK MICH
even show


At least your parents didn't move you Idaho.  The only things that get
any coverage there are football, basketball and baseball!",-1
"
Don't kid around... They just might listen.",-1
"Well, here it is, NHL in the year 2000.
I got these from a very reliable source in a dream some years ago and 
although I initially thought I had just been taking too many too strong 
drugs now it seems the realization has really begun...  You can see the 
league has already started to move to this direction.

   *The Walt Disney Conference*
Anaheim Mighty Chipmunks    -Franchise name to be changed after each new 
LA Kings                      hockey movie         
LA Flames                   -We've seen some of that
San Jose Sharks
San Diego Bruins
Tijuana Red Wings   -Detroit's hockey team will follow its car industry...
Dallas Stars           
Houston Oilers
Texas Rangers
Seattle Canucks

   *The Norm Green Conference*
Alabama White Hawks
Biloxi Blues
Tampa Bay Lightning
Miami Blades
Helsinki Jets        -You've heard them starting getting used to the anthem
Montreal Quebecois (sp?)                 -There will be no 'Canada'
Atlanta Devils
Orlando Penquins
Key West Islanders
Hartford Whalers                        The Whalers will never move, huh?
Palm Beach Capitals

  Now that the Anahaim team is becomming real I'm really beginning to believe
the rest of the 'message'.  I'm sure the future will turn you into believers 
too.  After 2000 the NHL will abandond ice-rinks.  It's so expensive to cool 
down the rinks in the subtropics and the locals hardly know what ice is 
anyway.  NHL will become a roller skating hockey league.  That way it can 
create more public interest in the game when local supporteres can play the 
game in their back yards !",-1
"
No no no!!!  It's a squid!  Keep the tradition alive!  (Kinda like the
fish at UNH games....)",-1
"only
appreciated.

Paul Coffey of Detroit RedWings
",-1
"...

Please.  Have a care with Phil.  We liked him a lot in Pittsburgh.  He
didn't score a lot if you look at his stats last year but he worked his
butt off.  It was his speed that created opportunities in the offensive
zone that allowed the Pens to utilize his potential.  I haven't been
paying attention to him this year so I can't say I know what you're 
objecting to.  He has been out with injuries though, hasn't he?  And
if the offense isn't there, there's not much his speed will do for you.
Like I said, he created opportunities but he didn't score much.  I thought
the money offered from the Rangers was a little high, and so did the Pens,
I guess.

Joseph Stiehm





















...

Please.  Have a care with Phil.  We liked him a lot in Pittsburgh.  He
didn't score a lot if you look at his stats last year but he worked his
butt off.  It was his speed that created opportunities in the offensive
zone that allowed the Pens to utilize his potential.  I haven't been
paying attention to him this year so I can't say I know what you're 
objecting to.  He has been out with injuries though, hasn't he?  And
if the offense isn't there, there's not much his speed will do for you.
Like I said, he created opportunities but he didn't score much.  I thought
the money offered from the Rangers was a little high, and so did the Pens,
I guess.",-1
"As I promised, I would give you the name of the Panther's president.
After Huizenga announced the team name, he announced that Bill
Torrey is named the first president of the Panthers.

A little Bio from _Sun-Sentinel_
Torrey, the architect of four consecutive Stanley Cup champions as 
persident and general manager of the New York Islanders.
Throughout his 27 years in the NHL, Bill Torrey's bow ties have become
as much of a signature as Andre Agassi's hair.

The Panthers will introduce a uniform, insignia, and ticket-price 
information in early next month.  In the meantime, Huizenga leaves the
day-to-day operation in the hands of Torrey and Bob Clarke, the VP and
GM.

The Florida Panthers was chosen as the name of South Florida's NHL team
to focus attention on an endangered species.  There are 30 to 50 Florida
Panthers in the Everglades National Park, the Big Cypress National 
Preserve and other parts of southwestern Florida.

""The Panther is the quickest-striking of all cats,"" Torrey said.  
""Hopefully that's the way we'll play on ice.""

More BIO:
In Torrey, Huizenga has the first man hired by the expansion Islanders
in 1972 and the one most responsible for guiding the Islanders to four
consecutive Stanley Cup championships (their first after only eight
seasons) and 14 consecutive winning seasons.  As executive vice president
of the California Golden Seals, Torrey watched the Seals go to the play-
offs in 1968, only their second NHL season.

""I guess this completes my own personal hat trick"", said Torrey, 58, a
native of Montreal but a resident of Bear Lakes Country Club in Palm
Beach.

Jim G.
other accounts:
gorycki@sol.cse.fau.edu
jimg@cybernet.cse.fau.edu

--------------------------------------------------------------------
""I repeat myself when under stress. I repeat myself when under stress.
I repeat myself when under stress. I repeat myself when under stress.
I repeat...""  Adrian Belew, ""Indicipline""",-1
"

: I have one complaint for the cameramen doing the Jersey-Pitt series:  Show
: the shots, not the hits.  On more than one occassion the camera zoomed in
: on a check along the boards while the puck was in the slot.  They panned
: back to show the rebound.  Maybe Mom's camera people were a little more 
: experienced.



: Joseph Stiehm

Exactly.  That is my biggest complaint about the coverage so far.
Follow that damn puck!




--
Ravi Shah
shah+@pitt.edu",-1
"Well, since someone probably wanted to know, here's this year's playoff
matchups on the left, and what the matchups would be next year under the
new alignment and playoff-matchup rules.  The same 16 teams make the playoffs
under next year's rules, and three of the first round matchups are the same
(QUE-MTL, CHI-STL, VAN-WIN).

PIT --+                      +-- CHI | PIT --+                      +-- CHI
      +---+              +---+       |       +---+              +---+
NJ  --+   |              |   +-- STL | BUF --+   |              |   +-- STL
          +---+      +---+           |           +---+      +---+
WAS --+   |   |      |   |   +-- DET | QUE --+   |   |      |   |   +-- TOR
      +---+   |      |   +---+       |       +---+   |      |   +---+
NYI --+       |      |       +-- TOR | MTL --+       |      |       +-- CAL
              +------+               |               +------+
BOS --+       |      |       +-- VAN | WAS --+       |      |       +-- VAN
      +---+   |      |   +---+       |       +---+   |      |   +---+
BUF --+   |   |      |   |   +-- WIN | NJ  --+   |   |      |   |   +-- WIN
          +---+      +---+           |           +---+      +---+
QUE --+   |              |   +-- CAL | BOS --+   |              |   +-- DET
      +---+              +---+       |       +---+              +---+
MTL --+                      +-- LA  | NYI --+                      +-- LA


====================================================================
    Jim Murawski
    Sr. Software Engineer               (412) 268-2650  [office]
    Administrative Computing and        (412) 268-6868  [fax]
         Information Services           jjm+@andrew.cmu.edu
    Carnegie Mellon University          Office: UCC 155
    4910 Forbes Avenue
    Pittsburgh, PA 15213-3890

    ""Le Mieux!  Le Magnifique!  Soixante Six!  Claude...NON!""",-1
"

According to what reasonable principle of justice does standing in intimate
geographical and psychological relations to a league give one some privileged
right to play in it?",-1
"I agree. It was great for the ESPN people to show the Detroit game. (My
roommate just about sh*t when they threw the octopus on the ice. (Thanks
for explaining the significance of that BTW)) The only problem I had was
when they blotted out the local commentators with the baseball ads and
music. Especially when the wings player hit the rut and went into the
boards injuring his shoulder and they blotted out the injury report. Other
then that, hats off to ESPN. Now if they'll only make a habit of this. Yeah
right! Baseball seasons started (Zzzzzz.....) =)

KOZ ",-1
"Showing a meaningless (relatively) baseball game over the overtime of
game that was tied up with less than 3 seconds left on the clock?
Gimme a break!  Where does ESPN get these BRILLIANT decisions from?",-1
"DALLAS HELPS HAWKS STAY IN MONCTON
After announcing that they would pull their affiliation out
of Moncton, the Winnipeg Jets changed their mind. 

The Jets announced the move when they said that they would be slashing
their minor league roster from 20-something to around a dozen; and they
wanted to share with an existing AHL or IHL franchise.

Enter the Dallas Lone Stars. Dallas agreed to supply the remaining
6 or 8 players to the Moncton franchise. Thus keeping the Hawks
in the New Brunswick city.

The deal is for one year and will be extended to three years if
the season ticket base increases to over 3000. The Hawks only sold
1400 for this year.

SAINT JOHN FLAMES OFFICIAL
The Calgary Flames have officially signed a deal with the city of
Saint John, NB. The Saint John Blue Flames will play in the 6200
Exhibition Center. The Flames still have to apply for an expansion
frnachise from the AHL but are expected to have no trouble.

CAPS FOLLOW JACKS TO MAINE
Despite rumors to the contrary, the Capitals will follow the Baltimore
Skipjacks to Maine. The Caps' current farm team, the Baltimore Skipjacks,
announced that they would move to Maine and become the Portland Pirates.
There was much doubt as to if the Caps would follow but they announced
a limited deal with Portland. They would supply a dozen or so players
including 2 goalies. They become the third team to announce a limited
farm team along with Moncton and the Capital District Islanders.",-1
"



There are many teams in the NHL who have taken a liking to Russian players.
The ""whole Russian strategy"" is not specific to Detroit or to Devellano,
who was GM before Murray.  What the previous GM also did was to trade 
away several players who have gone on to do well with other teams, most
notably (in my memory) Murray Craven, who had a few very good years with
Philly after leaving here.  Also, it's not the volume of trades that will 
necessarily improve a team, but the quality of them.  Trading Adam Oates
for Bernie Federko was just plain stupid, even if Federko used to be a 
great player at one time.  Most of Murray's trades have worked significantly
to the Wings' advantage, with those that didn't being soured mainly by 
injury to the players involved (such as Troy Crowder, who suffered back
problems from which he never really recovered).

Put Scotty Bowman, Pat Burns, or any of the other better coaches in the 
league behind the bench of this Detroit team, and they could beat anybody.",-1
"
	The South Florida Colons.

	:)
",-1
"Philadelphia                     1 2 4--7
Buffalo                          0 3 1--4
First period
     1, Philadelphia, Recchi 52 (Galley, Lindros) 0:18.
Second period
     2, Philadelphia, Hawgood 11 (Dineen, Eklund) pp, 2:15.
     3, Philadelphia, Dineen 33 (McGill) sh, 5:40.
     4, Buffalo, Barnaby 1 (Hawerchuk, Smehlik) pp, 7:48.
     5, Buffalo, Wood 18 (LaFontaine, Ledyard) pp, 17:34.
     6, Buffalo, Mogilny 75 (Hawerchuk, Carney) pp, 18:56.
Third period
     7, Philadelphia, Eklund 11 (Dineen, Beranek) 4:42.
     8, Buffalo, Mogilny 76 (Errey, LaFontaine) 5:24.
     9, Philadelphia, Dineen 34 (Brind'Amour) pp, 6:44.
     10, Philadelphia, Dineen 35 (Brind'Amour, Galley) sh, 8:39.
     11, Philadelphia, Acton 8 (Dineen, Brind'Amour) 19:48.

Philadelphia: 7    Power play: 5-2   Special goals:  pp: 2  sh: 2  Total: 4
Scorer            G    A   Pts
---------------  ---  ---  ---
Acton              1    0    1
Beranek            0    1    1
Brind'Amour        0    3    3
Dineen             3    3    6
Eklund             1    1    2
Galley             0    2    2
Hawgood            1    0    1
Lindros            0    1    1
McGill             0    1    1
Recchi             1    0    1

Buffalo: 4    Power play: 10-3
Scorer            G    A   Pts
---------------  ---  ---  ---
Barnaby            1    0    1
Carney             0    1    1
Errey              0    1    1
Hawerchuk          0    2    2
LaFontaine         0    2    2
Ledyard            0    1    1
Mogilny            2    0    2
Smehlik            0    1    1
Wood               1    0    1

-----------------------------------------
Minnesota                        1 1 1--3
Detroit                          0 2 3--5
First period
     1, Minnesota, McPhee 18 (Ludwig) 1:23.
Second period
     2, Minnesota, Dahlen 34 (Courtnall, Gagner) pp, 0:31.
     3, Detroit, Drake 18 (Howe, Ogrodnick) 9:14.
     4, Detroit, Ysebaert 34 (Lidstrom, Howe) pp, 17:37.
Third period
     5, Detroit, Ciccarelli 41 (Coffey, Chiasson) pp, 0:32.
     6, Detroit, Kennedy 19 (Burr, Probert) 3:42.
     7, Detroit, Yzerman 58 (Ciccarelli, Gallant) 6:17.
     8, Minnesota, Dahlen 35 (Courtnall, Gagner) 19:11.

Detroit: 5    Power play: 4-2
Scorer            G    A   Pts
---------------  ---  ---  ---
Burr               0    1    1
Chiasson           0    1    1
Ciccarelli         1    1    2
Coffey             0    1    1
Drake              1    0    1
Gallant            0    1    1
Howe               0    2    2
Kennedy            1    0    1
Lidstrom           0    1    1
Ogrodnick          0    1    1
Probert            0    1    1
Ysebaert           1    0    1
Yzerman            1    0    1

Minnesota: 3    Power play: 2-1
Scorer            G    A   Pts
---------------  ---  ---  ---
Courtnall          0    2    2
Dahlen             2    0    2
Gagner             0    2    2
Ludwig             0    1    1
McPhee             1    0    1

-----------------------------------------
Edmonton                         0 0 0--0
Winnipeg                         1 2 0--3
First period
     1, Winnipeg, Shannon 20 (Steen, Davydov) pp, 2:08.
Second period
     2, Winnipeg, Selanne 76 (Olausson) 5:25.
     3, Winnipeg, Zhamnov 25 (Selanne) 19:42.
Third period
     No scoring.

Winnipeg: 3    Power play: 6-1
Scorer            G    A   Pts
---------------  ---  ---  ---
Davydov            0    1    1
Olausson           0    1    1
Selanne            1    1    2
Shannon            1    0    1
Steen              0    1    1
Zhamnov            1    0    1

Edmonton: 0    Power play: 3-0
No scoring

-----------------------------------------
Toronto                          1 1 0--2
Chicago                          0 2 1--3
First period
     1, Toronto, Baumgartner 1 (unassisted) 18:40.
Second period
     2, Chicago, Roenick 50 (Murphy, Chelios) 1:29.
     3, Toronto, Andreychuk 55 (Mironov, Lefebvre) 13:22.
     4, Chicago, Murphy 7 (Roenick, Chelios) pp, 19:05.
Third period
     5, Chicago, Matteau 15 (unassisted) 10:51.
Error: Power play goal mismatch. Assuming calc value.
Error: Team: Toronto  Calc: 0  Read: 1

Chicago: 3    Power play: 7-1
Scorer            G    A   Pts
---------------  ---  ---  ---
Chelios            0    2    2
Matteau            1    0    1
Murphy             1    1    2
Roenick            1    1    2

Toronto: 2    Power play: 3-0
Scorer            G    A   Pts
---------------  ---  ---  ---
Andreychuk         1    0    1
Baumgartner        1    0    1
Lefebvre           0    1    1
Mironov            0    1    1

-----------------------------------------
First period
     1, St Louis, Shanahan 50 (Brown, Felsner) 10:44.
     2, St Louis, Miller 23 (Bassen, Brown) 19:38.
     3, St Louis, Bassen 8 (Zombo) 19:48.
Second period
     4, St Louis, Bassen 9 (Hedican, Miller) 0:14.
     5, St Louis, Miller 24 (Zombo, Hedican) 11:09.
     6, Tampa Bay, Maltais 7(Hamrlik) 11:27.
     7, Tampa Bay, Bergland 3 (Hervey, Gilhen) 17:16.
     8, St Louis, Shanahan 51 (Emerson) 19:38.
Third period
     9, Tampa Bay, Creighton 19 (Bergland, Bergevin) 0:40.
     10, Tampa Bay, Chambers 10 (Zamuner, Cole) 10:37.
     11, Tampa Bay, Cole 12 (Beers, Bradley) 11:58.

St Louis: 6    Power play: 4-0
Scorer            G    A   Pts
---------------  ---  ---  ---
Bassen             2    1    3
Brown              0    2    2
Emerson            0    1    1
Felsner            0    1    1
Hedican            0    2    2
Miller             2    1    3
Shanahan           2    0    2
Zombo              0    2    2

Tampa Bay: 5    Power play: 3-0
Scorer            G    A   Pts
---------------  ---  ---  ---
Beers              0    1    1
Bergevin           0    1    1
Bergland           1    1    2
Bradley            0    1    1
Chambers           1    0    1
Cole               1    1    2
Creighton          1    0    1
Gilhen             0    1    1
Hamrlik            0    1    1
Hervey             0    1    1
Maltais            1    0    1
Zamuner            0    1    1

-----------------------------------------
San Jose                         0 1 2--3
Calgary                          0 4 3--7
First period
     No scoring.
Second period
     1, San Jose, Garpenlov 22 (Odgers, Gaudreau) pp, 3:37.
     2, Calgary, Nieuwendyk 38 (MacInnis, Suter) pp, 5:26.
     3, Calgary, Ranheim 21 (Otto, Suter) 10:43.
     4, Calgary, Yawney 1 (Nieuwendyk, Roberts) 11:26.
     5, Calgary, Berube 4 (Paslawski, Skrudland) 13:45.
Third period
     6, San Jose, Wood 1 (Odgers, Kisio) 8:00.
     7, Calgary, Reichel 40 (unassisted) 9:26.
     8, Calgary, Roberts 38 (Musil, Paslawski) pp, 12:27.
     9, San Jose, Kisio 26 (unassisted) 13:10.
     10, Calgary, Paslawski 18 (Ashton, Stern) 16:16.

Calgary: 7    Power play: 4-2
Scorer            G    A   Pts
---------------  ---  ---  ---
Ashton             0    1    1
Berube             1    0    1
MacInnis           0    1    1
Musil              0    1    1
Nieuwendyk         1    1    2
Otto               0    1    1
Paslawski          1    2    3
Ranheim            1    0    1
Reichel            1    0    1
Roberts            1    1    2
Skrudland          0    1    1
Stern              0    1    1
Suter              0    2    2
Yawney             1    0    1

San Jose: 3    Power play: 3-1
Scorer            G    A   Pts
---------------  ---  ---  ---
Garpenlov          1    0    1
Gaudreau           0    1    1
Kisio              1    1    2
Odgers             0    2    2
Wood               1    0    1

-----------------------------------------
Vancouver                        1 2 5--8
Los Angeles                      2 3 1--6
First period
     1, Los Angeles, Robitaille 63 (Gretzky, Sandstrom) 1:39.
     2, Vancouver, Babych 3 (Craven, Nedved) pp, 9:43.
     3, Los Angeles, Sandstrom 25 (Gretzky, Robitaille) 10:06.
Second period
     4, Vancouver, Linden 32 (Ronning, Courtnall) pp, 0:54.
     5, Vancouver, Ward 22 (Hunter, Nedved) 1:24.
     6, Los Angeles, Gretzky 16 (Sandstrom, Robitaille) 6:57.
     7, Los Angeles, Zhitnik 12 (Kurri, Robitaille) pp, 14:02.
     8, Los Angeles, Millen 23 (Hardy) pp, 16:57.
Third period
     9, Vancouver, Ronning 27 (Dirk) 5:28.
     10, Vancouver, Ronning 28 (Courtnall, Linden) pp, 11:15.
     11, Vancouver, Linden 33 (Courtnall, Ronning) 11:27.
     12, Los Angeles, Donnelly 29 (Millen, Granato) pp, 14:35.
     13, Vancouver, Courtnall 31 (Ronning, Ratushny) 14:54.
     14, Vancouver, Ronning 29 (Linden, Diduck) en, 18:47.

Vancouver: 8    Power play: 6-3   Special goals:  pp: 3  en: 1  Total: 4
Scorer            G    A   Pts
---------------  ---  ---  ---
Babych             1    0    1
Courtnall          1    3    4
Craven             0    1    1
Diduck             0    1    1
Dirk               0    1    1
Hunter             0    1    1
Linden             2    2    4
Nedved             0    2    2
Ratushny           0    1    1
Ronning            3    3    6
Ward               1    0    1

Los Angeles: 6    Power play: 10-3
Scorer            G    A   Pts
---------------  ---  ---  ---
Donnelly           1    0    1
Granato            0    1    1
Gretzky            1    2    3
Hardy              0    1    1
Kurri              0    1    1
Millen             1    1    2
Robitaille         1    3    4
Sandstrom          1    2    3
Zhitnik            1    0    1
",1
"


I was under the impression that the objective is to find conclusive
evidence that the puck _did_ cross the line.  And, the replays I saw showed 
fairly conclusively that the puck did _not_ cross the goal line at any
time anyway.  Somebody screwed up.  
",-1
